molecule_id,gas_conformation,sol_conformation,num_atoms,atomic_numbers,gas_xyz,sol_xyz,dielectric_const,gas_energy,sol_energy,solvation_energy,gas_hlgap,sol_hlgap,gas_dipole,sol_dipole
261,Geom-m261-c1,Geom-m261-c1,22,"[6, 8, 6, 8, 6, 6, 6, 6, 17, 6, 6, 7, 7, 8, 8, 1, 1, 1, 1, 1, 1, 1]","[1.158817, -0.453635, -2.389425, 2.580697, -0.618103, -2.318242, 3.095846, -0.683536, -1.069509, 2.362444, -0.603691, -0.071258, 4.570428, -0.853708, -1.020576, 5.305847, -0.933515, -2.206528, 6.702622, -1.094263, -2.208479, 7.38457, -1.17761, -0.974495, 9.100872, -1.375271, -0.879406, 6.681986, -1.101627, 0.213433, 5.275215, -0.939928, 0.22771, 4.608191, -0.86814, 1.412986, 7.356529, -1.164526, -3.485488, 6.691139, -1.084228, -4.498116, 8.641326, -1.312044, -3.510915, 0.886744, -0.416378, -3.446034, 0.864041, 0.476625, -1.891729, 0.659294, -1.297721, -1.901575, 4.792497, -0.870498, -3.163152, 7.224215, -1.167726, 1.149438, 5.116799, -0.929761, 2.285031, 3.593302, -0.751117, 1.40177]","[1.152994, -0.443914, -2.395467, 2.585267, -0.615188, -2.307798, 3.098514, -0.690745, -1.07231, 2.362568, -0.618186, -0.062299, 4.572365, -0.861076, -1.020118, 5.298585, -0.939794, -2.207679, 6.705281, -1.096886, -2.20671, 7.386374, -1.173672, -0.963354, 9.10998, -1.362172, -0.877296, 6.690756, -1.100307, 0.223838, 5.277723, -0.944112, 0.234294, 4.610173, -0.873383, 1.413621, 7.350851, -1.165942, -3.448688, 6.654038, -1.091079, -4.523173, 8.630294, -1.301781, -3.528549, 0.901979, -0.419997, -3.455415, 0.870267, 0.495569, -1.914902, 0.655553, -1.278849, -1.89918, 4.78372, -0.880615, -3.161894, 7.23222, -1.161922, 1.158933, 5.13526, -0.936063, 2.2811, 3.58866, -0.760288, 1.388485]",78.4,-32082.460254,-32082.806157,-0.34590299999763374,4.520277,3.931431,1.304688,2.104633
261,Geom-m261-c2,Geom-m261-c2,22,"[6, 8, 6, 8, 6, 6, 6, 6, 17, 6, 6, 7, 7, 8, 8, 1, 1, 1, 1, 1, 1, 1]","[-3.831362, -0.025498, -0.714242, -2.481196, 0.429258, -0.518893, -1.544299, -0.574083, -0.453373, -1.881321, -1.749506, -0.558249, -0.12865, -0.147903, -0.251644, 0.813991, -1.180514, -0.18655, 2.184808, -0.938591, -0.000497, 2.62954, 0.393862, 0.125505, 4.295187, 0.799397, 0.357283, 1.719822, 1.433772, 0.064982, 0.336617, 1.201804, -0.122017, -0.50697, 2.279419, -0.172262, 3.061689, -2.078108, 0.050695, 4.327677, -1.867928, 0.221395, 2.597061, -3.190361, -0.065963, -3.905437, -0.57967, -1.655628, -4.471602, 0.858898, -0.747194, -4.129227, -0.675789, 0.11471, 0.464364, -2.206521, -0.284592, 2.081143, 2.450812, 0.163844, -1.503999, 2.15556, -0.304182, -0.127936, 3.211588, -0.074826]","[-3.836548, -0.022349, -0.70845, -2.467646, 0.409107, -0.510856, -1.541949, -0.572507, -0.450353, -1.870046, -1.766641, -0.556558, -0.126317, -0.152029, -0.251112, 0.809938, -1.184648, -0.186882, 2.189396, -0.936821, -0.00234, 2.62873, 0.406003, 0.121469, 4.302051, 0.803006, 0.355348, 1.725046, 1.444748, 0.062029, 0.335371, 1.206798, -0.123947, -0.50605, 2.275574, -0.174301, 3.051353, -2.040812, 0.04916, 4.318871, -1.890197, 0.200126, 2.560561, -3.22482, -0.057206, -3.917577, -0.534513, -1.670214, -4.453871, 0.874741, -0.701133, -4.123721, -0.697712, 0.098669, 0.460973, -2.209224, -0.282568, 2.085439, 2.460776, 0.159847, -1.50738, 2.142489, -0.306037, -0.116726, 3.20893, -0.076389]",78.4,-32082.274328,-32082.730634,-0.4563060000000405,4.593242,3.929048,1.888765,3.076379
261,Geom-m261-c3,Geom-m261-c3,22,"[6, 1, 1, 1, 8, 6, 8, 6, 6, 6, 6, 6, 6, 7, 1, 1, 1, 17, 7, 8, 8, 1]","[-2.700177, -1.970904, -1.254282, -2.214738, -2.829312, -0.771132, -1.953996, -1.401021, -1.821851, -3.4638, -2.346265, -1.9433, -3.358282, -1.158731, -0.291382, -2.811315, -0.036915, 0.241474, -3.547626, 0.751059, 0.84079, -1.33478, 0.244262, 0.095255, -0.374193, -0.762858, 0.19338, 1.004523, -0.488335, 0.115806, 1.430504, 0.842796, -0.057851, 0.502393, 1.865719, -0.126797, -0.883694, 1.602381, -0.02404, -1.780072, 2.633915, -0.085959, -1.432279, 3.582868, -0.028403, -2.741129, 2.449653, 0.202371, 0.849312, 2.886193, -0.240824, 3.108898, 1.253655, -0.191103, 1.915734, -1.593178, 0.20889, 3.116776, -1.404926, 0.225882, 1.396227, -2.774524, 0.265124, -0.66668, -1.796293, 0.358863]","[-2.700889, -1.944181, -1.296166, -2.231347, -2.817573, -0.830827, -1.951035, -1.358525, -1.835556, -3.474986, -2.280786, -1.987672, -3.352584, -1.148457, -0.296517, -2.801587, -0.059561, 0.261994, -3.544212, 0.714585, 0.899716, -1.332525, 0.231098, 0.121148, -0.378733, -0.778391, 0.213418, 1.008315, -0.499055, 0.124562, 1.427228, 0.840491, -0.072629, 0.503005, 1.861905, -0.137946, -0.886541, 1.596491, -0.009434, -1.783589, 2.617975, -0.04046, -1.439464, 3.571992, -0.090384, -2.76193, 2.426834, 0.190115, 0.854945, 2.877564, -0.268656, 3.105387, 1.256944, -0.225913, 1.893792, -1.579304, 0.234882, 3.164661, -1.409285, 0.165321, 1.418555, -2.763102, 0.408237, -0.674859, -1.808421, 0.383675]",78.4,-32081.994196,-32082.409284,-0.41508800000156043,4.474483,3.922855,0.998393,1.772765
262,Geom-m262-c1,Geom-m262-c1,22,"[6, 8, 6, 6, 6, 6, 6, 8, 6, 6, 6, 8, 17, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.498336, 1.117377, -0.788515, 1.985765, 0.187404, 0.15849, 2.612935, 0.625412, 1.265461, 2.816225, 1.995305, 1.534173, 3.484224, 2.373281, 2.698166, 3.955358, 1.427586, 3.609791, 3.761586, 0.057338, 3.345796, 4.154466, -0.905131, 4.207443, 4.832494, -0.558546, 5.399664, 3.098968, -0.369442, 2.164638, 2.888942, -1.782707, 1.832975, 2.044957, -2.257243, 1.13461, 4.096542, -2.981304, 2.475921, 1.033376, 0.546142, -1.595778, 2.313539, 1.729266, -1.203946, 0.746582, 1.785277, -0.341442, 2.457002, 2.757381, 0.852382, 3.636414, 3.429245, 2.90385, 4.45975, 1.757196, 4.510475, 5.070668, -1.490015, 5.918464, 4.19909, 0.064499, 6.048548, 5.764619, -0.016412, 5.183471]","[1.484415, 1.131613, -0.79104, 1.982478, 0.189656, 0.157095, 2.613344, 0.621517, 1.260753, 2.80634, 1.991483, 1.534731, 3.475727, 2.369414, 2.699436, 3.958909, 1.424075, 3.607433, 3.777573, 0.053781, 3.341412, 4.18957, -0.9007, 4.196163, 4.854597, -0.545358, 5.408843, 3.111933, -0.381166, 2.156226, 2.914932, -1.778108, 1.815095, 2.169556, -2.245352, 0.987724, 3.924911, -3.04113, 2.637988, 1.019998, 0.557474, -1.594052, 2.300581, 1.738904, -1.200963, 0.737049, 1.788112, -0.330364, 2.441145, 2.751628, 0.857935, 3.61966, 3.423326, 2.908405, 4.462327, 1.755212, 4.505437, 5.093486, -1.479188, 5.918835, 4.197317, 0.061167, 6.042016, 5.775994, 0.005549, 5.195533]",78.4,-28128.817859,-28129.121426,-0.30356700000265846,5.023989,4.674015,1.200727,1.763525
262,Geom-m262-c2,Geom-m262-c2,22,"[6, 1, 1, 1, 8, 6, 6, 6, 6, 6, 6, 6, 8, 17, 8, 6, 1, 1, 1, 1, 1, 1]","[-3.466674, -0.045966, -0.185599, -3.754226, 0.667534, -0.972046, -4.023388, -0.975801, -0.323717, -3.717473, 0.383688, 0.795246, -2.090147, -0.36514, -0.267422, -1.16087, 0.606073, -0.095389, -1.502572, 1.952606, 0.105988, -0.480371, 2.901672, 0.213988, 0.854605, 2.524679, 0.152889, 1.213266, 1.169537, -0.028613, 0.19722, 0.182173, -0.184056, 0.441469, -1.227874, -0.52841, 1.142218, -1.685451, -1.380197, -0.455725, -2.449307, 0.474587, 2.544161, 0.936873, 0.005715, 3.102367, -0.354904, 0.163662, 2.516368, -0.954439, 0.874369, 3.162257, -0.88519, -0.795832, 4.114686, -0.220782, 0.560764, 1.643264, 3.262129, 0.257252, -0.737627, 3.947129, 0.357978, -2.538415, 2.266225, 0.158725]","[-3.481632, -0.041111, -0.149171, -3.758411, 0.67144, -0.936136, -4.036799, -0.969651, -0.286027, -3.715871, 0.387547, 0.832303, -2.096024, -0.368913, -0.237752, -1.163557, 0.599335, -0.082964, -1.502545, 1.946422, 0.122011, -0.477227, 2.897473, 0.199675, 0.859783, 2.524132, 0.113272, 1.2145, 1.168213, -0.062909, 0.196144, 0.175784, -0.200982, 0.450877, -1.211982, -0.581435, 1.194384, -1.644906, -1.421769, -0.482091, -2.490719, 0.31079, 2.544338, 0.929428, -0.042404, 3.102895, -0.358227, 0.207564, 2.472172, -0.924616, 0.903456, 3.217054, -0.921316, -0.725275, 4.085374, -0.195438, 0.65623, 1.647797, 3.261629, 0.199877, -0.73324, 3.941018, 0.343227, -2.533525, 2.25992, 0.1983]",78.4,-28128.71534,-28128.946454,-0.23111400000198046,4.919928,4.646703,0.728731,1.078019
263,Geom-m263-c1,Geom-m263-c1,24,"[7, 6, 6, 6, 6, 6, 6, 6, 17, 6, 6, 6, 7, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.000743, 0.133694, 0.36508, 2.434299, 0.020565, 0.070927, 2.699241, -1.068851, -0.946044, 2.986454, -0.741593, -2.275385, 3.237784, -1.729371, -3.245543, 3.197547, -3.081096, -2.855162, 2.913972, -3.424564, -1.537143, 2.66749, -2.424527, -0.599903, 2.321035, -2.909685, 1.05828, 3.536897, -1.365001, -4.636232, 3.612376, -0.071427, -5.21447, 3.924084, -0.290456, -6.552571, 4.01854, -1.633794, -6.714915, 4.234116, -2.131586, -7.574621, 3.791121, -2.309655, -5.58054, 0.847575, 0.726474, 1.176933, 0.595035, -0.78121, 0.544876, 3.024968, -0.185709, 0.988342, 2.795576, 0.985003, -0.318081, 3.012173, 0.307912, -2.561832, 3.390363, -3.856131, -3.591667, 2.882612, -4.464234, -1.228645, 3.462162, 0.886632, -4.739353, 4.079589, 0.398532, -7.373079]","[0.97687, 0.132069, 0.379157, 2.417296, 0.031148, 0.058377, 2.68292, -1.06402, -0.953796, 2.980338, -0.74017, -2.282779, 3.239517, -1.733405, -3.247582, 3.197783, -3.085363, -2.853055, 2.905867, -3.425653, -1.534202, 2.653206, -2.41919, -0.604324, 2.301837, -2.900671, 1.058666, 3.547944, -1.371478, -4.63704, 3.618217, -0.079479, -5.215545, 3.943382, -0.300184, -6.554856, 4.049131, -1.64006, -6.715325, 4.276156, -2.139444, -7.571002, 3.817099, -2.319155, -5.579767, 0.84268, 0.747229, 1.178007, 0.600732, -0.787315, 0.595183, 3.016697, -0.162672, 0.969737, 2.762582, 0.993431, -0.342971, 3.007992, 0.307299, -2.570224, 3.39699, -3.862592, -3.582567, 2.874494, -4.461557, -1.222396, 3.457718, 0.876839, -4.744229, 4.0983, 0.394316, -7.368215]",78.4,-27511.141485,-27511.575326,-0.43384099999821046,5.377071,5.337363,0.683459,0.960489
263,Geom-m263-c2,Geom-m263-c2,24,"[7, 6, 6, 6, 6, 6, 6, 6, 17, 6, 6, 6, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-3.704824, 1.063717, -0.961363, -2.725119, 1.551611, 0.021079, -1.681652, 0.507497, 0.39869, -0.372873, 0.623656, -0.081022, 0.618935, -0.328497, 0.220795, 0.271811, -1.425883, 1.030124, -1.025886, -1.558044, 1.516519, -1.98524, -0.600967, 1.198216, -3.61002, -0.814357, 1.844545, 1.982122, -0.170705, -0.301618, 3.105733, -1.014975, -0.106517, 4.140087, -0.410598, -0.81401, 3.623781, 0.711189, -1.375006, 2.32703, 0.88487, -1.086132, -3.228976, 0.640921, -1.755192, -4.312667, 0.364052, -0.541677, -3.271156, 1.884548, 0.913923, -2.216683, 2.433755, -0.39404, -0.110599, 1.475927, -0.704344, 1.018765, -2.175164, 1.2797, -1.299537, -2.400128, 2.143249, 3.167246, -1.93051, 0.462833, 5.175547, -0.695635, -0.950631, 4.114276, 1.383824, -1.958422]","[-3.73374, 1.061597, -0.942518, -2.720239, 1.558241, 0.017538, -1.680429, 0.508011, 0.387723, -0.370008, 0.627417, -0.089802, 0.62047, -0.327899, 0.213284, 0.271587, -1.428518, 1.020019, -1.026995, -1.56169, 1.507857, -1.982887, -0.600378, 1.188035, -3.611259, -0.809701, 1.840524, 1.985729, -0.170855, -0.304646, 3.104148, -1.019767, -0.106913, 4.145168, -0.413109, -0.809647, 3.639442, 0.711801, -1.369309, 2.337388, 0.889497, -1.085158, -3.271668, 0.626853, -1.737994, -4.329054, 0.371905, -0.491131, -3.243154, 1.907689, 0.916429, -2.211527, 2.426312, -0.420522, -0.108156, 1.480373, -0.7078, 1.015083, -2.180241, 1.26816, -1.300856, -2.401762, 2.132738, 3.159308, -1.935771, 0.45937, 5.177766, -0.705249, -0.940419, 4.133984, 1.385347, -1.946116]",78.4,-27511.213691,-27511.635269,-0.4215779999976803,5.328449,5.310501,0.993285,1.354305
263,Geom-m263-c3,Geom-m263-c3,24,"[7, 6, 6, 6, 6, 6, 6, 6, 7, 1, 7, 6, 6, 6, 17, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.405735, 0.193995, 0.868478, 2.319136, 0.013983, -0.257967, 2.730648, 1.318243, -0.903061, 2.411752, 2.55394, -0.330459, 2.794022, 3.768926, -0.928764, 2.448397, 5.055021, -0.309537, 1.744804, 5.292248, 0.899719, 1.691604, 6.677146, 1.022243, 2.330115, 7.187997, -0.059985, 2.470822, 8.170672, -0.278779, 2.797628, 6.238023, -0.881479, 3.516616, 3.730432, -2.135803, 3.849766, 2.509918, -2.715179, 3.459569, 1.324379, -2.098816, 3.914615, -0.197821, -2.860247, 1.208555, -0.699746, 1.31066, 0.526753, 0.600711, 0.557564, 1.884606, -0.64821, -1.037532, 3.217191, -0.512021, 0.10465, 1.860794, 2.569792, 0.606255, 1.334571, 4.570743, 1.59063, 1.255945, 7.312041, 1.783356, 3.816916, 4.660497, -2.610135, 4.411962, 2.46922, -3.642163]","[1.425671, 0.178854, 0.891917, 2.307444, 0.011156, -0.270963, 2.726757, 1.320418, -0.902278, 2.406997, 2.557765, -0.331835, 2.799335, 3.771933, -0.928972, 2.449662, 5.057453, -0.310044, 1.736993, 5.290109, 0.893192, 1.682325, 6.679097, 1.018468, 2.327669, 7.193587, -0.054547, 2.468714, 8.176318, -0.272393, 2.804183, 6.245113, -0.877943, 3.532639, 3.732369, -2.131133, 3.865824, 2.509613, -2.710055, 3.463783, 1.327311, -2.093701, 3.917753, -0.200388, -2.855774, 1.215461, -0.728175, 1.300237, 0.554441, 0.622212, 0.611824, 1.833509, -0.619565, -1.05088, 3.203934, -0.540205, 0.047089, 1.848173, 2.578037, 0.597353, 1.320971, 4.568408, 1.577807, 1.238443, 7.30361, 1.780599, 3.840101, 4.658944, -2.602623, 4.43174, 2.466154, -3.631695]",78.4,-27511.19549,-27511.623143,-0.427653000002465,5.358697,5.326237,0.721778,1.020786
264,Geom-m264-c1,Geom-m264-c1,24,"[6, 6, 8, 15, 8, 6, 6, 8, 17, 8, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.549781, -1.334321, 1.148035, 2.700899, -0.477275, 1.635032, 3.801398, -0.451886, 0.653808, 4.645266, -1.912513, 0.466265, 4.20591, -3.021056, 1.435719, 4.363482, -2.333036, -1.398915, 4.549324, -1.134702, -2.254719, 5.481827, -0.856677, -2.938395, 3.195524, 0.0551, -2.185144, 6.263762, -1.462263, 0.567498, 6.568454, -0.044255, 0.386439, 8.072068, 0.101486, 0.309942, 0.713455, -1.260531, 1.839684, 1.844533, -2.379773, 1.085627, 1.206822, -1.008133, 0.167667, 3.100988, -0.841528, 2.592693, 2.405162, 0.573686, 1.750954, 3.341094, -2.705992, -1.479147, 5.057299, -3.130483, -1.676467, 6.146765, 0.520549, 1.23545, 6.080765, 0.317605, -0.535577, 8.541289, -0.279369, 1.213619, 8.343927, 1.148253, 0.195023, 8.469888, -0.451486, -0.537431]","[1.463356, -1.513073, 0.816754, 2.427953, -0.705266, 1.665389, 3.744689, -0.585928, 1.00901, 4.734529, -1.818488, 0.760372, 4.503779, -3.054281, 1.542527, 4.54061, -2.14244, -1.104877, 4.797281, -0.930482, -1.916027, 5.761454, -0.658362, -2.565079, 3.493056, 0.329523, -1.882806, 6.188236, -1.2397, 0.965337, 6.673145, 0.110867, 0.647701, 7.89691, 0.011017, -0.242449, 0.488793, -1.540995, 1.296922, 1.809706, -2.537194, 0.696966, 1.343668, -1.070315, -0.168581, 2.583894, -1.166833, 2.648676, 2.081278, 0.323279, 1.802505, 3.515551, -2.47878, -1.274969, 5.220214, -2.940443, -1.412244, 6.908533, 0.588019, 1.608736, 5.8625, 0.675725, 0.168215, 8.658341, -0.605366, 0.227145, 8.310181, 1.001576, -0.406221, 7.642023, -0.420658, -1.205341]",78.4,-36404.041832,-36405.073307,-1.031474999996135,6.73346,6.966922,0.347464,0.619234
264,Geom-m264-c10,Geom-m264-c10,24,"[6, 6, 1, 1, 8, 15, 8, 8, 6, 6, 1, 1, 1, 1, 1, 6, 6, 8, 17, 1, 1, 1, 1, 1]","[1.311956, 3.251831, -1.110971, 2.228189, 2.128671, -1.558857, 2.715997, 2.361749, -2.514656, 3.005034, 1.920455, -0.807836, 1.476573, 0.890507, -1.81177, 0.80758, 0.170816, -0.443487, 1.266534, 0.794614, 0.90058, 1.20941, -1.450978, -0.610676, 1.876582, -2.035308, 0.562502, 2.160168, -3.489077, 0.260742, 2.80034, -3.585578, -0.61302, 2.660005, -3.958691, 1.104912, 1.238264, -4.031575, 0.064534, 2.80105, -1.469368, 0.757915, 1.214229, -1.92113, 1.435864, -1.074377, 0.252785, -0.708473, -1.766709, 0.207575, 0.616262, -2.507232, -0.635909, 1.012973, -1.385616, 1.573473, 1.693266, -1.392843, -0.566346, -1.357917, -1.290347, 1.201552, -1.205608, 0.890785, 3.043926, -0.129131, 1.869969, 4.183131, -1.045324, 0.495739, 3.397304, -1.816453]","[1.181531, 3.181603, -1.865677, 2.102876, 2.40644, -0.93994, 3.149976, 2.489919, -1.256664, 2.020908, 2.74504, 0.101476, 1.784599, 0.97201, -0.984461, 0.897632, 0.212177, 0.094778, 1.066881, 0.663645, 1.506796, 1.152679, -1.316091, -0.21953, 2.287032, -2.091816, 0.313238, 1.999817, -3.562989, 0.097392, 1.886965, -3.781446, -0.960974, 2.819975, -4.160239, 0.485271, 1.08739, -3.856492, 0.607081, 3.192552, -1.770551, -0.220162, 2.397052, -1.847661, 1.377341, -0.891293, 0.3877, -0.463945, -1.822113, 0.009387, 0.629711, -2.507555, -0.962575, 0.723645, -1.898426, 1.170641, 2.011686, -1.082646, -0.232009, -1.343084, -1.071022, 1.431671, -0.729739, 0.144537, 3.100025, -1.548495, 1.454083, 4.232463, -1.857126, 1.257849, 2.813577, -2.883246]",78.4,-36403.999937,-36405.115348,-1.1154109999988577,6.618242,7.040984,0.683247,1.466058
264,Geom-m264-c11,Geom-m264-c11,24,"[6, 6, 8, 15, 8, 6, 6, 8, 17, 8, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3.682247, -0.727346, -0.89447, 2.469609, -0.583849, -0.002958, 1.502122, 0.285584, -0.686536, 0.154889, 0.693576, 0.247336, 0.376149, 0.517438, 1.762779, -0.292775, 2.427472, -0.399158, -1.769793, 2.640843, -0.424195, -2.424723, 3.297814, 0.316281, -2.631946, 1.761188, -1.735233, -1.084975, -0.282515, -0.364769, -1.640248, -1.256215, 0.585276, -2.914166, -1.810457, -0.01066, 3.408416, -1.157283, -1.855066, 4.419951, -1.375773, -0.427045, 4.145121, 0.239514, -1.078075, 1.988624, -1.559017, 0.18749, 2.723112, -0.132402, 0.968315, 0.197277, 3.170857, 0.234885, 0.111952, 2.498512, -1.410443, -0.887064, -2.045725, 0.749986, -1.819696, -0.749266, 1.545261, -2.71867, -2.282765, -0.970493, -3.35217, -2.551789, 0.654087, -3.643345, -1.018494, -0.167694]","[3.65283, -0.583409, -0.803146, 2.445857, -0.651078, 0.109758, 1.34371, 0.104578, -0.511396, 0.10857, 0.699821, 0.298855, 0.329401, 0.876465, 1.759567, -0.256529, 2.27323, -0.647922, -1.655824, 2.729305, -0.433456, -2.050707, 3.597089, 0.283442, -2.919614, 1.843575, -1.372564, -1.181026, -0.145094, -0.117222, -1.553051, -1.434844, 0.480822, -2.965646, -1.766129, 0.046026, 3.424349, -1.009177, -1.776447, 4.474856, -1.144779, -0.368221, 3.974512, 0.443672, -0.945308, 2.100537, -1.68638, 0.248938, 2.649538, -0.213907, 1.09449, 0.429863, 3.060455, -0.327372, -0.100852, 2.089298, -1.712167, -0.828999, -2.187906, 0.134406, -1.46925, -1.342582, 1.572427, -3.02478, -1.830648, -1.037021, -3.269687, -2.720177, 0.465714, -3.658159, -1.001477, 0.382695]",78.4,-36404.07867,-36405.10809,-1.029419999998936,6.820658,7.027277,0.728768,1.47627
264,Geom-m264-c12,Geom-m264-c12,24,"[6, 6, 1, 1, 8, 15, 8, 8, 6, 6, 1, 1, 1, 1, 1, 6, 6, 8, 17, 1, 1, 1, 1, 1]","[2.61131, 1.99258, -0.695933, 2.551555, 1.4374, 0.717362, 3.043714, 0.452719, 0.781341, 3.045254, 2.114759, 1.426464, 1.181912, 1.321596, 1.203985, 0.178374, 0.17223, 0.476138, -0.69164, -0.635143, 1.463424, 1.221657, -0.806937, -0.430008, 1.306776, -2.199007, 0.046956, 2.172089, -2.971148, -0.922349, 2.265101, -4.006452, -0.602442, 1.741825, -2.960038, -1.921131, 3.169592, -2.541266, -0.981142, 1.736949, -2.192213, 1.061752, 0.288082, -2.610141, 0.107815, -0.837974, 1.114958, -0.829744, -2.167246, 1.51005, -0.26375, -2.593206, 2.615979, -0.148445, -3.176034, 0.151702, 0.279336, -0.987082, 0.431118, -1.668968, -0.280498, 1.986331, -1.182708, 2.194301, 1.292685, -1.41793, 2.063811, 2.929771, -0.770808, 3.64426, 2.182964, -0.977506]","[2.319091, 2.31511, -0.745413, 2.435485, 1.783467, 0.671881, 3.142799, 0.945194, 0.733576, 2.753575, 2.56712, 1.368612, 1.139909, 1.318591, 1.186683, 0.334655, 0.044749, 0.725018, -0.538831, -0.503544, 1.795014, 1.428516, -0.923456, 0.096672, 1.17342, -2.329959, -0.241676, 2.440981, -2.917218, -0.826118, 2.283992, -3.964184, -1.070441, 2.72627, -2.392001, -1.733209, 3.259055, -2.846629, -0.116358, 0.865433, -2.849157, 0.675625, 0.340061, -2.361578, -0.95943, -0.74905, 0.573265, -0.744829, -1.939928, 1.316397, -0.268525, -2.161114, 2.488168, -0.328727, -3.20045, 0.312492, 0.548296, -1.078484, -0.331499, -1.260145, -0.185031, 1.187519, -1.449741, 2.073897, 1.519858, -1.445316, 1.553084, 3.082373, -0.810733, 3.265546, 2.749421, -1.049007]",78.4,-36403.869182,-36405.090076,-1.220893999998225,6.627971,7.052083,1.347201,2.050664
264,Geom-m264-c13,Geom-m264-c13,24,"[6, 6, 1, 1, 8, 15, 8, 8, 6, 6, 1, 1, 1, 1, 1, 6, 6, 8, 17, 1, 1, 1, 1, 1]","[1.264471, -3.620346, -0.196699, 1.271161, -2.232588, 0.40635, 0.763529, -2.217739, 1.390849, 2.299414, -1.859558, 0.556613, 0.570483, -1.341003, -0.505341, 0.339761, 0.246058, 0.028043, 0.130329, 1.269789, -1.107851, 1.692263, 0.557623, 1.001706, 2.699858, 1.44006, 0.382292, 3.340816, 0.778103, -0.820415, 2.611777, 0.624487, -1.61317, 4.138258, 1.405958, -1.211893, 3.768767, -0.187029, -0.554528, 2.209187, 2.386238, 0.109612, 3.429815, 1.636619, 1.17883, -1.096598, 0.185894, 1.272688, -2.397947, 0.391746, 0.561127, -3.312115, -0.369962, 0.510605, -2.539191, 1.944364, -0.290725, -0.934295, 0.999891, 1.983258, -1.082485, -0.762049, 1.817095, 1.787485, -4.318468, 0.452967, 0.246382, -3.975539, -0.335535, 1.755644, -3.61795, -1.166397]","[1.490475, -3.253866, -0.657846, 1.023719, -2.166877, 0.289445, 0.270099, -2.540142, 1.000577, 1.860138, -1.740239, 0.863535, 0.409476, -1.09281, -0.493346, 0.188666, 0.392819, 0.025434, -0.337903, 1.258157, -1.059989, 1.502637, 0.880123, 0.783275, 2.674412, 1.469699, 0.103406, 3.535886, 0.382163, -0.510167, 2.98753, -0.172283, -1.268868, 4.409412, 0.825398, -0.979915, 3.874296, -0.318062, 0.248092, 2.306751, 2.175741, -0.651868, 3.211474, 2.021885, 0.880469, -1.000365, 0.297979, 1.484737, -2.394156, 0.114175, 1.006759, -3.082581, -0.858143, 1.076423, -3.124157, 1.545309, 0.181937, -0.940211, 1.239815, 2.034609, -0.731189, -0.512689, 2.165026, 1.949427, -4.060248, -0.093253, 0.653769, -3.65957, -1.218294, 2.219163, -2.863736, -1.360694]",78.4,-36403.944225,-36405.137126,-1.1929010000021663,6.632916,7.080678,1.226072,1.972389
264,Geom-m264-c14,Geom-m264-c14,24,"[6, 6, 1, 1, 8, 15, 8, 8, 6, 6, 1, 1, 1, 1, 1, 6, 6, 8, 17, 1, 1, 1, 1, 1]","[-3.566377, -0.589437, -1.186177, -2.63406, -1.764345, -1.404491, -2.694807, -2.487828, -0.577245, -2.852325, -2.286064, -2.345766, -1.237361, -1.32001, -1.533446, -0.57928, -0.642143, -0.137806, -1.279596, -1.054581, 1.172208, -0.637183, 1.02639, -0.425056, -1.149972, 1.82422, 0.697077, -1.095236, 3.279553, 0.292664, -0.07467, 3.577601, 0.062244, -1.705486, 3.459515, -0.589336, -1.462691, 3.910462, 1.098956, -2.178086, 1.494374, 0.917599, -0.528361, 1.62339, 1.58493, 1.274376, -1.074928, -0.306488, 2.137408, 0.068074, 0.106932, 2.756413, 0.192525, 1.112291, 2.191527, 1.427665, -1.072282, 1.447699, -1.315169, -1.356953, 1.478903, -1.959276, 0.302485, -3.377806, -0.116986, -0.223714, -3.440561, 0.159016, -1.965593, -4.601309, -0.924569, -1.198919]","[-3.763255, -0.680191, -0.408603, -2.740108, -1.715565, -0.836714, -2.601523, -2.49442, -0.074676, -3.013119, -2.189324, -1.786157, -1.429354, -1.081348, -1.078704, -0.41863, -0.679157, 0.08497, -0.369335, -1.550185, 1.282307, -0.68119, 0.84102, 0.489603, -1.09772, 1.889955, -0.446471, -1.192728, 3.197518, 0.310925, -1.920846, 3.123449, 1.114165, -0.231905, 3.459422, 0.746352, -1.496532, 3.994318, -0.360508, -0.354996, 1.942802, -1.258642, -2.063688, 1.594937, -0.880596, 1.201969, -0.646332, -0.879273, 2.334644, -0.254889, -0.002924, 3.21261, -0.930464, 0.434088, 2.368066, 1.494753, 0.486073, 1.112047, 0.082133, -1.688869, 1.40516, -1.625283, -1.318242, -3.462809, -0.195196, 0.51736, -3.879943, 0.0846, -1.171352, -4.725655, -1.155103, -0.249999]",78.4,-36404.093947,-36405.18974,-1.0957930000004126,6.840154,7.126765,0.639733,1.969058
